locality,latitude,longitude
"Naskarpara, Santoshpur, Kolkata, West Bengal, Indi",22.4951431,88.3764363
"Shantipura, Ranjit Nagar, Jalandhar, Punjab, India",31.3147878,75.5971658
"Lakhanpur, Khyora, Kanpur, Uttar Pradesh, India",26.4944595,80.2796337
Kadipur,28.7735441,77.1621769
"Manjunatha Layout, Ramamurthy Nagar, Bengaluru, Ka",13.0116396,77.6815285
"Sushant Golf City, Lucknow, Uttar Pradesh, India",26.7813848,80.9933233
"Ved Vyas Puri -Phase 1, Meerut, Uttar Pradesh, Ind",28.9593166,77.6428737
"Kantatoli, Lalpur, Ranchi, Jharkhand, India",23.3644346,85.3497794
"Navnit Nagar, Ranipur, Patna, Bihar, India",25.5916847,85.2045136
"Thakkarbapanagar, Ahmedabad, Gujarat, India",23.0506776,72.6487059
Sector 22,28.507241,77.0640486
Civil Lines,28.6814284,77.2226866
"Shivar Chowk, Pimple Saudagar, Pimpri-Chinchwad, M",18.595064,73.7887429
"Anand Vihar, Vigyan Lok, Delhi, India",28.6559287,77.3148526
"105, Sector Road, Sector 68, Sector 67, Mohali, Pu",30.679366,76.7267531
"Shahpore, Surat, Gujarat, India",21.2001932,72.8253536
"Sutar khana ghanta ghar  Kanpur, Uttar Pradesh, In",26.4574728,80.349869
Siraspur,28.7619156,77.1390725
"ISKCON Bhubaneswar, IRC Village, Nayapalli, Bhuban",20.2890829,85.8133223
"Golgadda, Varanasi, Uttar Pradesh, India",25.329121,83.0198374
"TDI city, Panipat, Haryana, India",29.4349967,76.9499028
"MH Hospital, Railway Rd, Ganeshpur, Roorkee, Uttar",29.8565564,77.8764453
Palam Airport Bypass,28.5501658,77.1133188
"Sir M.V. Layout, Sonappa Layout, Virupakshapura, B",13.0716235,77.5732257
"Ramamurthi Nagar, Bengaluru, Karnataka, India",13.0184435,77.6781215
Motidungri Marg,26.9066479,75.8224961
"Earangere, Mandi Mohalla, Mysuru, Karnataka, India",12.3202972,76.6607634
"Dream Paradise Layout, Basapura Main Road, Dream P",12.8677601,77.6503372
Bani Park,26.930559,75.793611
Bank St,28.6514311,77.1931772
"Huskur Kodi, Karnataka 560067, India",13.0529276,77.7692353
"Panjab University, Sector 14",30.7606188,76.7653924
"Patel Nagar, New Mandi, Muzaffarnagar, Uttar Prade",29.4703945,77.7180235
"Ambedkar Colony, Jabalpur, Madhya Pradesh, India",23.1945903,79.9269656
Mundka,28.6823144,77.034937
"Navapada, Dombivli West, Dombivali, Maharashtra, I",19.2305232,73.0921755
"Dwarka Nagar, Bhopal, Madhya Pradesh, India",23.2751853,77.4192758
Gamma II,28.4909008,77.5096278
"Janakpuri, Ludhiana, Punjab, India",30.9021039,75.8716644
"Nirala Nagar, Lucknow, Uttar Pradesh, India",26.8749786,80.9387446
"Juhi, Kanpur, Uttar Pradesh, India",26.4411724,80.3185252
Jalvayu Vihar,28.4461624,77.5152002
"New Shubham City, Lucknow, Uttar Pradesh, India",26.7994111,80.8636052
"Nayapalli Post Office S.O., Kalyan Mandap Lane, Ni",20.2772922,85.8190701
Rajgarh Colony,28.6616183,77.2745868
"Mathura, Uttar Pradesh, India",27.4924134,77.673673
"Amarkung Colony, Indore, Madhya Pradesh, India",22.7317185,75.8279746
"DLF Garden City Road, Semmancheri, Thazhambur, Tam",12.8723848,80.2058078
"Civil Lines South, Muzaffarnagar, Uttar Pradesh, I",29.4560758,77.702282
"Marathahalli - Sarjapur Outer Ring Road, Kodbisanh",12.9435087,77.6974863
Apna Enclave,28.484955,77.013452
"Allahapur Police Chouki, Tagore Town, Prayagraj, U",25.4572506,81.8630252
"New Sanganer Road, Sector II, Varun Path, Shukalpu",26.8715347,75.7500243
Sindhi Camp,26.9253614,75.8019257
"New Alipore Road, Ajoy Nagar, Buroshibtalla, New A",22.5059061,88.3361948
"Raja Bazar, Chowk, Lucknow, Uttar Pradesh, India",26.8622957,80.9117868
"Bhatar Road, Atop Nagar Society, Athwa, Surat, Guj",21.1653852,72.8133602
"Lekhraj Police Chowki, Lekh Raj Marg, Indira Nagar",26.8710927,80.9736585
"Sector 66, Gurugram, Haryana, India",28.3982709,77.053568
Ashok Vihar Phase 2 Sector 3,28.4880408,77.0175832
"Khati Baba, Jhansi, Uttar Pradesh, India",25.4386741,78.5391105
"Khajrana, Indore, Madhya Pradesh, India",22.7367662,75.9085792
Pace City 1,28.4393694,77.0111048
"Sector-27, Panchkula Extension, Panchkula",30.6539141,76.8807437
"Sarfarazganj, Lucknow, Uttar Pradesh, India",26.8765323,80.8723705
"Uttara Nagar, Nashik, Maharashtra, India",19.9849766,73.8083533
"Sector 14, Sonipat, Haryana, India",28.9995446,77.0327381
"Huskur Kodi, Bengaluru, Karnataka, India",13.056355,77.767059
"Line Par, Moradabad, Uttar Pradesh, India",28.8320833,78.7603726
"Phase 2, Sector 54, Mohali, Punjab, India",30.7241401,76.7264373
"Hatia, Ranchi, Jharkhand, India",23.2855789,85.3058664
"Marripalem, Visakhapatnam, Andhra Pradesh, India",17.740063,83.251907
Gujarpur,28.4828755,77.4773674
Udyog Vihar Industrial Area 6,28.4376088,77.0003067
"Phagwara Road, Jalandhar Cantt Market, Jalandhar C",31.2896753,75.6258569
"Baldev Nagar, Ambala, Haryana, India",30.3906261,76.7942403
"Vivek Khand 4, Gomti Nagar, Lucknow, Uttar Pradesh",26.8546556,80.997467
"Jawahar Nagar, Sainikpuri, Secunderabad, Telangana",17.5097564,78.5646656
"Atladara, Vadodara, Gujarat, India",22.2669112,73.149154
"Tilak Nagar, Amritsar, Punjab, India",31.6346443,74.8890037
"Vejalpur Road, Jagadamba Soceity, Vejalpur, Ahmeda",23.0060479,72.5308264
"Kondappa Layout, Doddanekkundi, Bengaluru, Karnata",12.9789187,77.6820209
"Munnekolala Lake Trail, Maruthi Nagar, Marathahall",12.9600531,77.7083476
"Gandhinagar - Ahmedabad Road, Bhat, Ahmedabad, Guj",23.1047139,72.6301473
"Amaltas Apartments, Ramdev Nagar, Ahmedabad, Gujar",23.025056,72.508907
"Nyay Vihar Colony, Bhitauli, Raipur, Uttar Pradesh",26.9398508,80.9285369
"Police Station Shahjahanabad, Near Hindustan Petro",23.2694252,77.3941739
"Laxmanpuri Colony, Ravindra Palli, Lucknow, Uttar ",26.8700411,80.9812363
Shakti Park Colony,28.4505659,77.0082254
"Sector 85, Mohali, Punjab, India",30.681092,76.6995334
"Film Nagar, Hyderabad, Telangana, India",17.4160258,78.4113656
"Lotus Lake, Patel Narayanswamy Layout, Siddapura, ",12.9558795,77.730608
"Kurudusonnenahalli, Karnataka 560049, India",13.0145021,77.7266088
Jagatpura Railway station,26.8371105,75.8325505
"Venkateshpuram, Kadugondanahalli, Bengaluru, Karna",13.0143362,77.6199608
"Zingabai Takli, Nagpur, Maharashtra, India",21.2011772,79.0636586
"Ramnagar, Sabarmati, Ahmedabad, Gujarat, India",23.0812083,72.592016
"Sector 10, Chandigarh",30.7532757,76.7899135
"1, Sector C Road, Defence Colony, Ambala, Haryana,",30.3793439,76.8655896
"Chandrayangutta, Hyderabad, Telangana, India",17.306159,78.4738869
"Vinayak Vihar, Residential Colony, Vinayak Vihar, ",26.2517091,72.9532585
"Keshav Nagar, Lucknow, Uttar Pradesh, India",26.9008937,80.9332155
"Jawahar Nagar, Amritsar, Punjab, India",31.648841,74.9011466
Agra Road,26.914168,75.8297034
"Kothapet Rythu Bazar, Vijayawada - Hyderabad Highw",17.366346,78.5423764
Delta II,28.4897449,77.5203792
"Goma Ki Fail, Indore, Madhya Pradesh, India",22.7323465,75.877541
"Karwan Sahu, Karwan East, Hyderabad, Telangana, In",17.3718532,78.4407342
"Alandur, Chennai, Tamil Nadu 600016, India",12.9974873,80.2006371
"Shaheen Nagar, Habeeb Colony, Balapur, Telangana, ",17.2970521,78.478202
"Pimpri Gaon, Shastri Nagar, Pimpri Colony, Pimpri-",18.611969,73.804619
"Shankar Vihar, New Delhi, Delhi, India",28.5661066,77.1399583
"Sector 19, Gurgaon",28.5027512,77.0809093
"Subhash Bridge, Keshav Nagar, Ahmedabad, Gujarat, ",23.0623062,72.5852329
"Patel Nagar, Kanpur, Uttar Pradesh, In",26.4035588,80.3940473
"Rajiv Puram Road, Vikas Nagar, Karnal, Haryana, In",29.6790206,77.0158412
"Postal Colony, Subedari, Hanamkonda, Telangana, In",17.9915732,79.5533194
"Neelbad Chauraha, Bhopal, Madhya Pradesh",23.1934421,77.3433545
"Dwarka Sector 14 Metro Station, Pocket 1, Sector 1",28.602052,77.026613
"Govind Nagar, Nashik, Maharashtra, India",19.9842773,73.7786739
"New Bus Stand, Azad Garh, Rajendra Nagar, Rohtak, ",28.9027929,76.601625
"Begur, Bengaluru, Karnataka, India",12.8787673,77.6376676
"Mettuguda, Secunderabad, Telangana, India",17.4364653,78.5203794
"Kidwai Nagar, South Delhi",28.5721353,77.2139292
"New Green City, Ayali Khurd, Ludhiana, Punjab, Ind",30.9159069,75.7840222
"Ameerpet Metro Station, Ameerpet, Hyderabad, Telan",17.4356845,78.4445976
"Badagada Brit Colony, Pandav Nagar, Bhubaneswar, O",20.2477322,85.8499032
Feroz Gandhi Coilony,28.4677521,77.0042661
"Ghanta Ghar Meerut, Ghanta Ghar Road, Dharmashala,",28.9788316,77.6984829
"4 No. Bridge, Park Circus, Ballygunge, Kolkata, We",22.539298,88.3725423
"Chunabhatti Kolar Road, Janki Nagar, Chuna Bhatti,",23.2068267,77.4167578
"Shamshabad, Hyderabad, Telangana, India",17.2619301,78.387971
"Subhri,Karnal, Subhri, Haryana, India",29.6907828,77.0593246
"Naini, Prayagraj, Uttar Pradesh, India",25.3905022,81.8632385
"Lebutala Bazar, Sashi Bhushan Dey Street, Lebutala",22.5662977,88.364346
"Chutia, Gosaintola, Ranchi, Jharkhand, India",23.3455436,85.3435018
"Samta Colony, Raipur, Chhattisgarh, India",21.2468755,81.61462
"CMC Campus, Ludhiana, Punjab, India",30.9081716,75.8628363
"New Maninagar, Ahmedabad, Gujarat, India",22.9856595,72.6431514
"Daya Basti, New Delhi, Delhi, India",28.669285,77.1729605
"Railnagar, Rajkot, Gujarat, India",22.3254063,70.7918295
"Kavadiguda Road, Devi Nagar Colony, Bansilalpet, K",17.4237189,78.4937439
"irc village, Nayapalli Road, N4, Block N4, IRC Vil",20.2922899,85.8117572
Tughlakabad Village,28.5148604,77.2678137
"Hansol, Ahmedabad, Gujarat, India",23.0859533,72.6300682
"Rohini, Sector 5",28.7163042,77.1032095
Tigaon,28.3516235,77.3965966
"Surender Nagar, Lucknow, Uttar Pradesh, India",26.8756318,81.0116229
"Bharani Colony, Vijayaraghavapuram, Saligramam, Ch",13.0464566,80.2025003
"Bada Gaon, Morar Cantt., Gwalior, Madhya Pradesh, ",26.2213233,78.2356229
"Jhansi Railway Station (Jn), Railway Officers Colo",25.4439086,78.5534216
"Ramghat Chauraha, Ram Katha Park, Ayodhya, Uttar P",26.8044623,82.2145279
"Bhopal Airport New Terminal Road, Raja Bhoj Airpor",23.2963552,77.338855
"Sector 51, Chandigarh, India",30.7058797,76.7408666
"Goyal Colony, Salarpur Khadar, Sector 102, Noida, ",28.5411035,77.3862724
"J.C.Nagar, Bengaluru, Karnataka, India",13.0081816,77.5948946
"Amrutdham, Nashik, Maharashtra, India",20.0185109,73.8209779
"Vijayanandha Layout, MEG Layout, B Narayanapura, M",12.9935692,77.6768995
"SP Naidu Layout, Dooravani Nagar, Bengaluru, Karna",13.0079046,77.6678478
"Minto Park, Elgin, Kolkata, West Bengal",22.541656,88.3544403
"6 BN PAC Meerut, 6bn pac, Krishna Nagar, Daurli, M",29.0353868,77.7065101
"Harcharan Nagar, Ludhiana, Punjab 141008, India",30.91446,75.875181
"Peerless Hospital, Pancha Sayar Road, Sahid Smirit",22.4806837,88.3941722
"Tej Mohan Nagar, Dashmesh Nagar, Jalandhar, Punjab",31.3171985,75.5574592
"Shivan Gaon, Sonegaon, Nagpur, Maharashtra, India",21.1001467,79.0366076
"Yelachenahalli, Bengaluru, Karnataka, India",12.9004352,77.5712222
"Vivek Khand 2, Lucknow, Uttar Pradesh, India",26.8590353,80.997467
"Rajarajeshwarinagar, Bengaluru, Karnataka, India",12.9242199,77.5191195
"Delhi Road, Shambhu Nagar, Beripura, Meerut, Uttar",28.9706316,77.6894902
"Sri Yoga Narasimha Swamy Temple, Vijayanagar 1st S",12.3270711,76.6121515
"Kartar Nagar, Sargodha Colony, Model Gram, Ludhian",30.894012,75.8334223
"Riyaz Patel Layout, Dangarpura, Wanadongri, Mahara",21.0838911,78.9733657
Chhajju Nagar,28.1067635,77.3701261
"Shiv Colony, Karnal, Haryana, India",29.6810665,76.9614255
"Wadepally, Hanamkonda, Telangana, India",18.0022112,79.5336477
"Sector 9, Gurgaon",28.4620498,77.0017862
"Ambatalavadi, Sahyog Society, Vishal Nagar, Surat,",21.2377359,72.8287754
"Akkayyapalem Main Road, Dondaparthy, Railway New C",17.7280744,83.2991347
"Ashram Limbda / Queens College, Limbodi, Indore, M",22.668397,75.882005
"Wanadongri, Nildoh, Nagpur, Maharashtra, India",21.0986834,78.9841305
"Divya Nagar, Singhariya, Awas Vikas Colony, Khorab",26.7243651,83.4296686
"Lohiya Nagar, Meerut, Uttar Pradesh, India",28.9365233,77.7294705
"Bhoopasandra New Extension, Sanjaynagar, Bengaluru",13.0417799,77.5809267
"D-Sector, Deen Dayal Nagar, Gwalior, Madhya Prades",26.2601756,78.2130785
"Chilla, Sector 81, Mohali, Punjab, India",30.6607258,76.723912
"Bahadurpura, Asad Baba Nagar, Hyderabad, Telangana",17.3605399,78.4464192
"Jogiwara, Ambala, Haryana, India",30.3870596,76.7766091
"Kanan Vihar, Phase 1, Park, Kanan Vihar, Chandrase",20.3414041,85.8241741
"Baltana, Panchkula, Punjab, India",30.6789629,76.8293197
"Meerut Bypass Road, Partapur, Aminagar Urf Bhurbar",28.9298154,77.6406715
"Gokulam, Mysuru, Karnataka, India",12.3340789,76.6281743
"vitawa, Kalwa, Thane, Maharashtra, India",19.1849162,72.9903447
"Sector 80, Mohali",30.6724415,76.717779
"Ramkrishna Pally, Durga Nagar, North Dumdum, West ",22.6532229,88.4137026
"Rama Vihar, Rohini, Delhi, India",28.72877,77.045224
"Belghoria Police Station, Beehive Garden, Belghori",22.6587164,88.3772704
"Sector 29, Gurgaon",28.4669448,77.06652
"Osman Nagar, Hyderabad, Telangana, India",17.4415837,78.2785379
"Mysuru, Karnataka, India",12.2958104,76.6393805
"Patancheruvu, Telangana, India",17.5287427,78.266725
"Gundlapochampally, Telangana, India",17.5898881,78.4155033
"Morar, Gwalior, Madhya Pradesh, India",26.2186123,78.2219225
"Nehru Colony, Dharampur, Dehradun, Uttarakhand, In",30.2994681,78.0580609
"Bhatar, Athwa, Surat, Gujarat, India",21.1679227,72.8146204
"Banjara Hills, Hyderabad, Telangana, India",17.416889,78.43867
"D B City Gwalior, Sirol Road, DB City, Thatipur, G",26.2021944,78.2143871
"Kadubeesanahalli Bridge, Kadubeesanahalli, Panathu",12.9394083,77.6951765
"Fule Nagar, Yerawada, Pune, Maharashtra, India",18.560961,73.874985
"Ansar Nagar, Kamaal Chok, Nagpur, Maharashtra, Ind",21.1633465,79.0945856
"Bhubaneswar Food Court, Sum Hospital Road, Sampur,",20.2843685,85.7693812
"Shaikpet, Hyderabad, Telangana, India",17.4059875,78.3908428
Rosewood City,28.4084534,77.0550072
"Radhakrishna Theatre, 1st Main Road, Mattdahally, ",13.0133984,77.5937859
"Subhash Nagar, Meerut, Uttar Pradesh, India",29.0056188,77.725103
"Kamat Hospital Chinchwad, Pawana Nagar Housing Soc",18.630237,73.77994
DLF Cyber City,28.4949762,77.0895421
"Tellapur Gram Panchayath, Tellapur, Hyderabad, Tel",17.4681657,78.2844468
"Barra 3, Kanpur, Uttar Pradesh, India",26.4298859,80.3068109
"Alibagh Kalapather Mohammedia Dairy, New Shamsheer",17.3449928,78.459722
Badli,28.7324287,77.1442022
"Badungar, Patiala, Punjab, India",30.337555,76.3691549
"Gopal Nagar, Jalandhar, Punjab, India",31.3379934,75.5706084
"Balwant Nagar,Jail Chungi, Victoria Park, Ramgarhi",28.9771129,77.7307096
"Santoshi Nagar, Raipur, Chhattisgarh, India",21.2110174,81.6455037
"Gaurav Path Road, Bhesan Gam, Palanpur, Surat, Guj",21.218068,72.7669635
"Saroop Nagar, Delhi, India",28.7593165,77.1557063
"Teachers Colony, Solanki Patil Wadi, Nagpur, Mahar",21.115939,79.1206447
Chand Pur Kalan,28.7605936,77.0105863
"Dasarahalli, Bengaluru, Karnataka, India",13.0579453,77.6048316
"Santhi Puram, Dwaraka Nagar, Visakhapatnam, Andhra",17.7365644,83.3057774
"Habsiguda Circle, Nagendra Nagar, Habsiguda, Hyder",17.4190124,78.5414979
"Janta Colony, Sonipat, Haryana, India",28.9947448,77.030224
"Dharamveer Nagar, Thane, Maharashtra, India",19.1844739,72.9633812
"Rauza Bagh Road, Rauza Baug, N 2, Cidco, Aurangaba",19.9050298,75.3440197
Udyog Vihar 1,28.5116326,77.083787
"Shambhu Nagar, Beripura, Meerut, Uttar Pradesh, In",28.970265,77.6876118
"Vasant Vihar, Gannaur, Haryana, India",29.1287852,77.0137915
"Kota Junction, Railway Colony, Railway Station Are",25.2238622,75.8807977
"Roshanpur Daurli, Golden Avenue, Daurli, Meerut, U",29.0414401,77.7062176
"Himayathsagar, Telangana, India",17.3531297,78.3627853
"Shahibaug, Bardolpura, Madhupura, Ahmedabad, Gujar",23.0418187,72.5889963
"A Narayanapura, Mahadevapura, Bengaluru, Karnataka",12.9933751,77.6734738
"Sonegaon, Nagpur, Maharashtra, India",21.097824,79.0517483
"Meghalaya House, Guwahati, Rehabari Road, Rehabari",26.1744393,91.7489733
"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5645048,73.7838215
"Basti Jodhewal, Bal Singh Nagar, Ludhiana, Punjab,",30.9312548,75.8664076
"Shuklaganj, Kanpur, Uttar Pradesh, India",26.4747275,80.3816194
"Indira Nagar, Adyar, Chennai, Tamil Nadu 600020, I",12.9974154,80.2513195
"Ajit Nagar, Qaji Mandi, Jalandhar, Punjab, India",31.3362872,75.5919219
"Kankerbagh Road, Doctor Colony, Jogipur, Kankarbag",25.5976197,85.1571807
"Burma Mines, Jamshedpur, Jharkhand, India",22.7724451,86.2090605
"Silpara, Purba Barisha, Kolkata, West Bengal, Indi",22.4747393,88.3111743
"Bhoiguda Road, Walker Town, Bhoiguda, Secunderabad",17.4259137,78.5019801
"Swarn Path, Swarn Path, Mansarovar Sector 3, Mansa",26.8724097,75.7581259
Holambi Kalan,28.8065904,77.0968136
"Munivenkatappa Layout, Punyabhoomi Layout, Kalkere",13.0299416,77.6725818
"Ranipur, Haridwar, Uttarakhand, India",29.9265253,78.0931128
"Sharda Nagar, Lucknow, Uttar Pradesh, India",26.7860276,80.9319399
"Sector 71, Gurgaon",28.4103693,77.028145
Nathupur,28.4879257,77.0995671
"Sengar Colony, Rajeev Nagar, Gwalior, Madhya Prade",26.174809,78.1490058
Code Tower,28.6137413,77.1298209
"Wave Cinemas, Near MIT College, MDA, Moradabad, Ut",28.8689564,78.7580814
"New Deep Nagar, Civil Lines, Ludhiana, Punjab, Ind",30.9193967,75.8288668
"Balawala, Dehradun, Uttarakhand, India",30.2661801,78.1062092
"Rajakadai, Tiruvottiyur, Chennai, Tamil Nadu, Indi",13.1588937,80.3032037
"Sayeed Nagar, Kamptee, Nagpur, Maharashtra, India",21.2000374,79.1767214
"Phool Bagh Colony, Panchsheel Colony, Meerut, Utta",28.9754587,77.7244626
"Aai Mata Road, Amidhara Society, Bhagyoday Industr",21.1952593,72.8603694
"Shivajinagar, Ludhiana, Punjab, India",30.9096219,75.8759072
"South Tukoganj, Indore, Madhya Pradesh, India",22.7181933,75.8749432
"99, Sector 91 Road, Sector 91, Mohali, Punjab, Ind",30.7023995,76.6831848
"Gurusaday Road, Rowland Row, Ballygunge, Kolkata, ",22.5358364,88.3603894
"Dwarka Sector 16 Main Road, Dwarka, Delhi, India",28.5931932,77.0239271
"Sainik Farm, South Delhi",28.5068824,77.211229
"Vinoba Bhave Nagar, Kota, Rajasthan, India",25.116712,75.8345118
"Old Jagacha, Howrah, West Bengal, India",22.5973869,88.2886893
"Shantipuram, Phaphamau, Allahabad, Uttar Pradesh, ",25.5293499,81.8538539
"Venkateswarapuram Sub Post Office, MG Road, opposi",16.4989799,80.6499974
Gadaipur,28.4892931,77.1499544
"Makhdoom Pura, Jalandhar, Punjab, India",31.3198997,75.5743617
"Keshapur Nagar, Kanpur, Uttar Pradesh, India",26.5045898,80.2955419
"Masab Tank, Hyderabad, Telangana, India",17.403307,78.4529396
"Sector 71, Mohali",30.7025914,76.70912
"Gupta Colony, Hardev Nagar, Jalandhar, Punjab, Ind",31.3401932,75.5531434
Prem Nagar,28.6907368,77.053568
"Lekha nagar, Mustafapur, Jamsaut, Bihar, India",25.6058518,85.0370332
"Prince Anwar Shah Connector Road, Purbachal Kalita",22.5041155,88.3981838
"Krishna Colony, Lucknow, Uttar Pradesh 226006, Ind",26.8713752,80.9532291
"Sector 25 Part 2, Sector 25 Phase 2, Huda, Panipat",29.3652884,76.9801476
"Hira Nagar, Patiala, Punjab, India",30.33999,76.3756733
"Chittinagar, Bharathi Teertha Nagar, V D Puram, Vi",16.5308282,80.5986914
"Air India Colony, Santacruz East, Mumbai, Maharash",19.0815887,72.867425
"V V Colony, New Colony, Adambakkam, Chennai, Tamil",12.9858479,80.2040692
"Sector 26, Gandhinagar, Gujarat, India",23.2578649,72.6397385
"Ayodhya, Uttar Pradesh, India",26.7921605,82.1997954
"Jaladarsini Layout, Sanjaynagar, Bengaluru, Karnat",13.0324628,77.5710306
"Arabic College Main Road, Arokkyamma Layout, Kadug",13.0134602,77.6167077
"Ladhewali, Jalandhar, Punjab, India",31.3234751,75.6273554
"Phase 11, Sector 65, Mohali",30.6801768,76.7457055
"Khatipura, Jaipur, Rajasthan, India",26.9280172,75.7480083
"Narkeldanga Coaching Yard, Raja Bazar, Kolkata, We",22.572817,88.3794921
"Sindhi Colony, Aurangabad, Maharashtra, India",19.8706135,75.3418455
"Prem Nagar, Ludhiana, Punjab, India",30.904666,75.8592099
"Naya Nagar, Mira Road, Mira Bhayandar, Maharashtra",19.2868726,72.8618225
"A To Z Traders, 60 Feet Rd, Samar Garden, Colony, ",28.9454881,77.7101529
"Guru Nanak Colony, Vijayawada, Andhra Pradesh, Ind",16.5047282,80.6666777
"Maniktala Crossing, Manicktala, Machuabazar, Kolka",22.5853271,88.3747464
Ganesh Nagar,26.9062406,75.7744875
