,locality,latitude,longitude,Pincode,Latitude,Longitude
1442,"IP Extension, I.P.Extension, Delhi, India",28.6317741,77.3046145,110092.0,28.63364,77.31119
1443,Vijay Nagar,28.6914526,77.2024306,110009.0,28.69844,77.20211
1444,Janata Colony,26.9076941,75.8352382,302004.0,26.90575,75.83508
1445,"Sector 135, Noida, Uttar Pradesh, India",28.4986092,77.3999054,201304.0,28.49421,77.41425
1446,"Konnur, Chennai, Tamil Nadu, India",13.1045843,80.2183924,600038.0,13.10069,80.224
1447,"Chowmandi, Chand Puri Nagar, Roorkee, Uttarakhand,",29.8677432,77.8810308,247667.0,29.86297,77.87833
1448,"Juhi Safed Colony, Juhi, Kanpur, Uttar",26.4370849,80.3174807,208027.0,26.43381,80.31847
1449,Sector 44,28.5529427,77.3367498,110019.0,28.54981,77.32106
1450,"Purana Quilla, Khatkeyana, Lucknow, Uttar Pradesh,",26.8315607,80.9403749,226001.0,26.83406,80.94033
1451,"Awadhpuri Khand-2, Khargapur, Gomti Nagar, Lucknow",26.8373256,81.0236284,226010.0,26.8562,81.00478
1452,"Bhagirathi Puram, Jakhan, Dehradun, Uttarakhand 24",30.3629948,78.061627,248003.0,30.375,78.06
1453,"Nava Vadaj, Ahmedabad, Gujarat, India",23.0675934,72.5667133,380013.0,23.06539,72.56875
1454,"New Kundan Puri, Civil Lines, Ludhiana, Punjab, In",30.9243168,75.8374171,141001.0,30.91597,75.83286
1455,"Palika Vihar, Ambala, Haryana, India",30.3828557,76.7805384,134003.0,30.3835,76.77736
1456,"Tirusulam, Chennai, Tamil Nadu, India",12.9695212,80.1703706,600117.0,12.96013,80.17114
1457,"Vashi, Navi Mumbai, Maharashtra, India",19.0770644,72.9989925,400703.0,19.07608,73.00683
1458,"Sector 115, Kharar, Mohali, Punjab, India",30.7488819,76.6413581,160055.0,30.7585,76.66
1459,"Phase 2, Sector 54",30.7241401,76.7264373,160036.0,30.70447,76.72642
1460,"Nangal Jaisabohra, Jaipur, Rajasthan, India",26.9755838,75.7335086,302040.0,26.97558,75.73351
1461,"Escon Arena, Zirakpur, Punjab, India",30.6292381,76.828379,134118.0,30.62512,76.82405
1462,"Grant Road, Mumbai, Maharashtra, India",18.9629992,72.8175748,400007.0,18.95989,72.8155
1463,"Malakpet, Hyderabad, Telangana, India",17.3716458,78.4909767,843331.0,17.3737,78.4898
1464,"Basavanagudi, Bengaluru, Karnataka, India",12.9405997,77.5737633,577002.0,12.94371,77.57153
1465,"ISRO Colony, Domlur, Bengaluru, Karnataka, India",12.9597542,77.6419787,577543.0,12.96112,77.64725
1466,"Sector 41, Gurgaon",28.4567655,77.0650809,122001.0,28.45961,77.06728
1467,"HSR Layout, Bengaluru, Karnataka, India",12.9081357,77.647608,560102.0,12.91411,77.63715
1468,"Ghatkopar East, Mumbai, Maharashtra, India",19.0796375,72.9070116,400077.0,19.07922,72.90219
1469,Krishna Market,28.5748327,77.242087,110024.0,28.57406,77.24231
1470,Qutub Vihar Phase 1,28.5731348,77.0254171,110077.0,28.56417,77.04133
1471,Ashok Vihar Phase III,28.4930383,77.024781,122017.0,28.50723,77.03155
1472,"Saraswati Vihar, Nai Basti, Fazalpur, Meerut, Utta",28.9818902,77.6700766,250002.0,28.98,77.68
1473,"Behala Chowrasta, Kolkata, West Bengal, India",22.4866812,88.3136044,700008.0,22.482,88.31042
1474,"Katanga, Jabalpur, Madhya Pradesh, India",23.1478943,79.9347477,482001.0,23.15278,79.9325
1475,"Vijaya Bank Colony, Dodda Banaswadi, Bengaluru, Ka",13.0152555,77.661129,560043.0,13.01378,77.65239
1476,"Dispur, Guwahati, Assam, India",26.1433459,91.7897953,781005.0,26.15058,91.78481
1477,Karam Pura,28.664819,77.1482251,110026.0,28.66786,77.14344
1478,"Ulwe, Sector 24, Ulwe, Navi Mumbai, Maharashtra, I",18.9716514,73.0331867,480996.0,18.98442,73.03684
1479,"Falaknuma, Hyderabad, Telangana, India",17.3323544,78.46987,500053.0,17.33889,78.47042
1480,Harsh Vatika,28.479522,77.009474,122006.0,28.48556,77.00906
1481,Adrash Nagar,28.7192604,77.173582,110033.0,28.71647,77.175
1482,Hari Nagar,28.4447958,77.0129019,122001.0,28.44896,77.01923
1483,Sector 20,28.4239377,77.3080313,121010.0,28.4391,77.3009
1484,"Circular Road, P&T Colony, Lalpur, Ranchi, Jharkha",23.3750111,85.3355069,834010.0,23.37307,85.33311
1485,"Jyoti Nagar, Jalandhar, Punjab, India",31.3008044,75.5880713,144040.0,31.3203,75.5908
1486,"Abbigere Park, Abbigere, Bengaluru, Karnataka, Ind",13.0715612,77.5290986,560013.0,13.06426,77.54649
1487,"Tech Zone IV, Amrapali Dream Valley, Greater Noida",28.6010893,77.4464163,201009.0,28.6034,77.46159
1488,"J K Puri, Kanpur, Uttar Pradesh, India",26.428924,80.3964824,208010.0,26.43667,80.40042
1489,"Godowlia, Varanasi, Uttar Pradesh, India",25.3100747,83.0096485,232106.0,25.31,83.01
1490,"Pimple Nilakh, Pimpri-Chinchwad, Maharashtra, Indi",18.5790232,73.7859912,411027.0,18.57806,73.80233
1491,"India Post - Kumaraswamy Layout Sub Post Office, 1",12.8964977,77.5589205,560111.0,12.89631,77.55924
1492,"Kisan Nagar, Thane West, Thane, Maharashtra, India",19.1888244,72.9482712,400604.0,19.18606,72.95778
1493,"Mehrauli, New Delhi, Delhi, India",28.5204637,77.178666,110030.0,28.52,77.18
1494,"Railwaymen Layout, Sri Balaji Krupa Layout, Thanis",13.062212,77.6310456,560077.0,13.06814,77.62922
1495,"Alkapuri, Vadodara, Gujarat, India",22.3142301,73.1752054,390007.0,22.31369,73.17703
1496,"Electronics City, Bengaluru, Karnataka, India",12.8399389,77.6770031,560100.0,12.84007,77.66354
1497,Ram Nagar,28.6802872,77.2958239,110032.0,28.68294,77.29436
1498,"Yella Reddy Guda Road, Ameerpet, Sanjay Gandhi Nag",17.4322658,78.4430034,500038.0,17.43742,78.44386
1499,Ishmilepur,28.4973591,77.3303974,487334.0,28.50118,77.32007
1500,Gejha,28.5230978,77.3855549,201304.0,28.5231,77.38556
1501,"Sector 5, Gurgaon",28.4794366,77.0175832,122006.0,28.48556,77.00906
1502,"Hongasandra, Bengaluru, Karnataka, India",12.8942722,77.6289517,560068.0,12.90699,77.63084
1503,"Nagaram, Secunderabad, Telangana, India",17.485291,78.6098847,679583.0,17.48704,78.60276
1504,"Mall Enclave, Koh - E - Fiza, Ludhiana, Punjab, In",30.9082387,75.8381435,141001.0,30.90264,75.83775
1505,"Thergaon, Pimpri-Chinchwad, Maharashtra, India",18.6142654,73.7750746,415521.0,18.6216,73.7622
1506,"Kasavanahalli, Bengaluru, Karnataka, India",12.9066841,77.6757011,577534.0,12.90668,77.6757
1507,"Arya Nagar, Rohtak, Haryana, India",28.8942638,76.5871105,124001.0,28.89675,76.58758
1508,"Saket Colony, Ajabpur Kalan, Dehradun, Uttarakhand",30.2979032,78.0487883,248001.0,30.30967,78.04864
1509,Raja Park,26.8947446,75.8301169,141110.0,26.89762,75.83019
1510,"Shaheed Bhagat Singh Nagar, Ludhiana, Punjab, Indi",30.8776819,75.8098141,141013.0,30.87273,75.81541
1511,Miyanwali Sector 12,28.4673177,77.0294594,122001.0,28.462,77.03164
1512,"Kaspate Wasti, Wakad, Pimpri-Chinchwad, Maharashtr",18.5901745,73.7727908,411045.0,18.57128,73.76569
1513,South Extension 2,28.5666032,77.2201326,110049.0,28.56621,77.21797
1514,"Sector 77, Noida, Uttar Pradesh, India",28.5695554,77.3912953,201307.0,28.58493,77.38699
1515,"Sector 109, Gurgaon, Haryana, India",28.5072801,77.0089452,122006.0,28.48556,77.00906
1516,Subhash Nagar,26.9326667,75.8029484,302041.0,26.94028,75.80056
1517,"Shanti Nagar BMTC Bus Depot, BTS Bus Depot Rd, Sha",12.9553336,77.5939993,560027.0,12.96169,77.59772
1518,Lakkarpur,28.4866459,77.2918741,121009.0,28.48811,77.29458
1519,Sagarpur,28.6041009,77.0976165,121004.0,28.6041,77.09762
1520,"Sainikpuri, Secunderabad, Telangana, India",17.492838,78.5469015,500051.0,17.47392,78.53697
1521,"Sector 107, Noida, Uttar Pradesh, India",28.5481191,77.3769437,201314.0,28.5501,77.38695
1522,"Molarband, South Delhi",28.4999886,77.3256916,487334.0,28.50118,77.32007
1523,"Nirman Nagar, Nirman Nagar, Jaipur, Rajasthan",26.890539,75.751384,453441.0,26.88895,75.76206
1524,"Kundalahalli, Brookefield, Bengaluru, Karnataka, I",12.9689968,77.7208853,560037.0,12.95886,77.71603
1525,Jalvayu Tower Sector 56,28.4303275,77.0960163,122006.0,28.42272,77.10314
1526,"Manak Nagar, Lucknow, Uttar Pradesh, India",26.8114554,80.8884896,226011.0,26.8169,80.89283
1527,"Yadav Chauraha, Varanasi, Uttar Pradesh, India",25.3791164,82.9600523,221003.0,25.38296,82.972
1528,"Ishwar Nagar, Amritsar, Punjab, India",31.601629,74.8792209,143006.0,31.61,74.88
1529,"Shastri Park, Delhi, India",28.669894,77.2554657,110031.0,28.66461,77.25936
1530,"Alambagh, Lucknow, Uttar Pradesh, India",26.8166485,80.9076582,226005.0,26.81725,80.91014
1531,"Koramangala 4th Block, Koramangala, Bengaluru, Kar",12.9314583,77.6299858,560034.0,12.92711,77.62661
1532,"Doddanekkundi, Bengaluru, Karnataka, India",12.979348,77.7008509,560037.0,12.9721,77.6944
1533,Chhawla,28.562109,77.0023039,110071.0,28.54619,76.99019
1534,"Punagam Police Chowki, Bombay Market-Punagam Road,",21.2027344,72.8726591,364515.0,21.19088,72.86185
1535,Minto Road,28.638682,77.223261,301604.0,28.63531,77.22496
1536,"Zirakpur, Punjab, India",30.6425496,76.8173359,465691.0,30.65181,76.81002
1537,"Panchawati, Pashan, Pune, Maharashtra, India",18.5309553,73.8117632,411021.0,18.53673,73.8145
1538,"Basavanagara, Bangalore, Karnataka, India",12.9670863,77.6808128,560037.0,12.96428,77.68244
1539,"AG Office, Doranda, Ranchi, North Office Para, Shy",23.3410952,85.314066,834002.0,23.34036,85.31331
1540,"Shinde Ki Chhawani, Gwalior, Madhya Pradesh, India",26.207528,78.1614311,475335.0,26.21704,78.15482
1541,"Cherry County, Amrapali Dream Valley, Greater Noid",28.6007575,77.4472082,201009.0,28.6034,77.46159
1542,"Ghate Layout, Chandrakiran Nagar, Nagpur, Maharash",21.0962641,79.1233901,440034.0,21.09908,79.12217
1543,"Liluah, Howrah, West Bengal, India",22.6253823,88.329307,711201.0,22.63358,88.33352
1544,"Krishnapuram, Kanpur, Uttar Pradesh, India",26.4197152,80.3790875,208015.0,26.41269,80.37178
1545,"Alamnagar, Lucknow, Uttar Pradesh, India",26.8394173,80.8626864,226017.0,26.8405,80.88295
1546,"Thanthai Periyar Nagar, Ayanavaram, Chennai, Tamil",13.0950344,80.2255088,600038.0,13.10069,80.224
1547,"Nesapakkam, Chennai, Tamil Nadu, India",13.0379385,80.1919681,301405.0,13.03884,80.19587
1548,"K.R Puram, Bengaluru, Karnataka, India",13.0169992,77.7044335,560049.0,13.01881,77.70992
1549,Sanjay Nagar,28.6959633,77.4544211,201004.0,28.69206,77.45033
1550,"Rajwadi Party Plot, Amroli - Kosad Road, SMC Towns",21.247386,72.8572549,394107.0,21.24017,72.85292
1551,"Aggar Nagar, Ludhiana, Punjab, India",30.8932962,75.7940728,141012.0,30.88039,75.79083
1552,"New Amritsar Colony, Amritsar, Punjab, India",31.6153618,74.9296456,143501.0,31.63,74.94
1553,"Indian Post Payment Bank andheri, Shanti Nagar, D.",19.1238704,72.8307643,400053.0,19.12389,72.83078
1554,"GMS Road, Sewla Kalan, Majra, Dehradun, Uttarakhan",30.2991935,78.0006619,247671.0,30.2974,78.0101
1555,"Sector 49, Gurugram, Haryana, India",28.4112024,77.0490491,148024.0,28.39827,77.05357
1556,"R Mall Thane, Ghodbunder Road, Opp Lokim Company, ",19.2300048,72.9771483,400610.0,19.23125,72.97378
1557,"Raja Garden, New Delhi, Delhi, India",28.6521553,77.1251459,110015.0,28.64986,77.13067
1558,"Ansal Sushant Plaza, Sushant Lok I",28.4738125,77.0787853,122504.0,28.46702,77.0812
1559,"Mohkam Pur, Meerut, Uttar Pradesh, India",28.9601266,77.6733346,250002.0,28.95999,77.6813
1560,Civil Lines Sector 15-1,28.4526156,77.0378186,480884.0,28.45889,77.04369
1561,Dwarka Sector 19,28.5860795,77.0486422,110075.0,28.57823,77.04961
1562,"Jwalapur, Haridwar, Uttarakhand, India",29.9267729,78.1071057,249403.0,29.92533,78.10761
1563,"Seawoods, Navi Mumbai, Maharashtra, India",19.0171035,73.0175089,400706.0,19.012,73.01486
1564,"Punaichak, Rajbansi Nagar, Patna, Bihar, India",25.610102,85.1083832,800001.0,25.6101,85.11032
1565,"Bhargo Nagar, Malind Nagar, Avtar Nagar, Jalandhar",31.3123784,75.5653328,144201.0,31.326,75.5761
1566,"Sector-125, Kharar, Mohali",30.7590326,76.6665981,160055.0,30.7585,76.66
1567,"Chaturi Nagar, East Lakshmi Nagar, Ramkrishan Naga",25.5818686,85.1668359,811105.0,25.5751,85.162
1568,"Out Post Police Station, Gudi Malkapur, Mehdipatna",17.386022,78.431112,500008.0,17.39283,78.42461
1569,Nathupura,28.7657595,77.1833349,110084.0,28.75722,77.19778
1570,"Khadakpada, Kalyan, Maharashtra, India",19.2592249,73.1279269,421301.0,19.24483,73.12547
1571,"Sadguru Nagar, Rajkot, Gujarat, India",22.2843429,70.7540166,360005.0,22.27572,70.75489
1572,"Jhatikra, Delhi, India",28.5209051,76.9640111,110043.0,28.52091,76.96401
1573,"Dharavi, Mumbai, Maharashtra, India",19.0402084,72.8508504,400017.0,19.03906,72.85003
1574,"Sector 10, Noida, Uttar Pradesh, India",28.5904833,77.3317246,335021.0,28.59301,77.31987
1575,"Somasundarapalya Main Road, ITI Layout, Hosapalaya",12.8994721,77.6486188,560102.0,12.91411,77.63715
1576,"Mico Layout, Hongasandra, Bengaluru, Karnataka, In",12.8893866,77.6307912,560068.0,12.90699,77.63084
1577,Amar Colony,28.7010874,77.2997735,110093.0,28.70219,77.30501
1578,"Sector 88, Faridabad, Haryana, India",28.4214866,77.358284,121002.0,28.4053,77.37445
1579,"Guru Gobind Singh Avenue, Jalandhar, Punjab, India",31.3334652,75.6106246,144004.0,31.325,75.5982
1580,"Keshavpura, Mahaveer Nagar, Kota, Rajasthan, India",25.1436159,75.8352382,324005.0,25.14294,75.84239
1581,Greenwood City Sector 40,28.4498494,77.0566887,122001.0,28.45961,77.06728
1582,Timarpur,28.7003675,77.2207566,110054.0,28.70328,77.22286
1583,"Gohana Road Flyover, Sanjay Colony, Krishanpura, P",29.3781682,76.9644342,131039.0,29.37747,76.96756
1584,Amberhai Village,28.5782314,77.0496102,110075.0,28.57823,77.04961
1585,"Baridih, Jamshedpur, Jharkhand, India",22.8053475,86.2516317,831004.0,22.7723,86.2685
1586,"Shastri Nagar, Meerut, Uttar Pradesh, India",28.9552804,77.7309012,480224.0,28.9543,77.7359
1587,"Sector 143, Noida, Uttar Pradesh, India",28.5010274,77.4257319,201304.0,28.49421,77.41425
1588,"Bhubaneswar Municipal Corporation Jatri Nivas, Pur",20.273469,85.851495,751026.0,20.27973,85.8524
1589,"Alam Ganj, Lohamandi, Agra, Uttar Pradesh, India",27.193619,77.9895675,282002.0,27.19431,77.99206
1590,"Sahastradhara Crossing, Adhoiwala, Dehradun, Uttar",30.3237959,78.0640412,248001.0,30.32992,78.06028
1591,Tri Nagar,28.6779655,77.1580929,110026.0,28.67139,77.15383
1592,"Tosham, Main Bazar, Mohali, Punjab, India",30.7416955,76.6480169,160055.0,30.7585,76.66
1593,"Sector 41, Chandigarh",30.7318399,76.7389255,160036.0,30.73458,76.75236
1594,"Eco City 1, New Chandigarh, Punjab, India",30.8051889,76.7377547,140901.0,30.80097,76.74286
1595,Shivaji Park,28.6732317,77.1319777,110026.0,28.67323,77.13198
1596,"Ashok Nagar, Prayagraj, Uttar Pradesh, India",25.4715091,81.8183372,211014.0,25.47508,81.81778
1597,"Talsat, Vadodara, Gujarat, India",22.2422026,73.1668597,390010.0,22.25708,73.18633
1598,"Krishnanagar, Guwahati, Assam, India",26.1587363,91.7989306,781036.0,26.15101,91.79836
1599,"Azad Nagar, Gorakhpur, Uttar Pradesh, India",26.7295131,83.3752375,273016.0,26.73158,83.36908
1600,"Arya Nagar, Kanpur, Uttar Pradesh, India",26.4834099,80.3217023,208002.0,26.48341,80.3217
1601,Ballabgarh,28.3421598,77.3255963,121004.0,28.34336,77.32147
1602,"Adrash Nagar, Jhangir Puri",28.7258326,77.1627518,110042.0,28.72775,77.16361
1603,"Rajendranagar mandal, Hyderabad, Telangana, India",17.3203354,78.401805,500077.0,17.31592,78.43456
1604,"Dumdum Cantonment Station, Green Park, Rajbari, Du",22.636794,88.412743,700065.0,22.63944,88.41203
1605,"Siddhivinayak Ginger Society, Pimple Saudagar, Pla",18.5914572,73.8000615,411027.0,18.57806,73.80233
1606,"Rohini, Sector 3, Delhi",28.6997737,77.1154589,110085.0,28.70796,77.11703
1607,"Niwari - Modinagar Road, New Colony, Modinagar, Ut",28.8414614,77.5774971,201204.0,28.8383,77.58106
1608,"Vishal Garden, Mithapur, Jalandhar, Punjab, India",31.2752289,75.5837007,144105.0,31.25,75.56
1609,"Gwalior Railway Station, LNUPE Campus, Kampoo, Gwa",26.2160405,78.1824372,475330.0,26.21549,78.1706
1610,Mangolpuri,28.6925367,77.0884237,110083.0,28.69367,77.09
1611,"Mahesh Nagar, Ambala Cantt, Haryana, India",30.3401062,76.867772,133001.0,30.33722,76.86217
1612,"Sector 6, Gurgaon",28.4745345,77.0262205,122001.0,28.46858,77.02178
1613,"Kanker Khera, Meerut Cantt, Meerut, Uttar Pradesh,",29.0265736,77.6886853,250001.0,29.02364,77.68833
1614,"Sector 43, Noida, Uttar Pradesh, India",28.5597645,77.3482352,304023.0,28.56831,77.32662
1615,"Konanakunte Cross Road, Beereshwar Nagar, PNB Layo",12.8826641,77.5654147,560062.0,12.88715,77.55787
1616,"Kamala Nagar, Vanasthalipuram, Hyderabad, Telangan",17.329137,78.5767311,500070.0,17.33167,78.57367
1617,"Sector 52, Noida, Uttar Pradesh, India",28.5874806,77.3683319,201307.0,28.58493,77.38699
1618,"Rajapuri, Matiala, Delhi, India",28.6056958,77.0557268,110059.0,28.60941,77.05433
1619,"Ashirvad Colony, Horamavu, Bengaluru, Karnataka, I",13.0274175,77.6588461,560113.0,13.02507,77.65967
1620,"Sector 7, Ambala, Haryana, India",30.3734372,76.7783748,134201.0,30.37818,76.7767
1621,"Mahadev Ghat Road, Changurabhata, Raipur, Chhattis",21.231146,81.6015496,492001.0,21.23855,81.6093
1622,"Dr BN Dey Rd, Seal Lane, Tangra, Kolkata, West Ben",22.5510848,88.3851619,700071.0,22.54972,88.3825
1623,New Usmanpur,28.6818379,77.257894,148109.0,28.68369,77.26193
1624,"Near Guru Nanak Dev Hospital, Amritsar, Punjab, In",31.653977,74.8874434,143001.0,31.65,74.88
1625,"Govindpuri, Jaipur",26.8936206,75.7788962,302006.0,26.90361,75.77444
1626,"Teliyarganj Road, Govindpur, Teliarganj, Prayagraj",25.4854244,81.8697066,211004.0,25.4922,81.8647
1627,"Rishi Nagar, Ludhiana, Punjab, India",30.9123272,75.8054552,141001.0,30.91269,75.80442
1628,"Sector 62, Gurugram, Haryana, India",28.4067756,77.0823482,122103.0,28.40025,77.06753
1629,DL Cross Point DLF City Phase 4,28.468276,77.083216,122504.0,28.46702,77.0812
1630,"Gannaur, Haryana, India",29.1354856,77.020608,131101.0,29.12636,77.02014
1631,"Rajajinagar Metro Station, Chord Road, West of Cho",13.0003818,77.5497396,560086.0,13.00288,77.54637
1632,"Panchwati Colony, Kamta, Lucknow, Uttar Pradesh, I",26.8815332,81.0240504,226016.0,26.875,81.01167
1633,"New Rajguru Nagar, Lalbagh, Ludhiana, Punjab, Indi",30.877874,75.7800259,142028.0,30.87787,75.78003
1634,Sector 18,28.4192167,77.3271803,121002.0,28.41825,77.32564
1635,"Adil Nagar, Lucknow, Uttar Pradesh, India",26.9116048,80.9636205,226021.0,26.91053,80.95394
1636,"AVL, avl36gurgaon, Sector 36A, avl36gurgaon, Harya",28.4082253,76.9323957,122505.0,28.42159,76.91426
1637,"Vishwakarma Nagar, Mulund West, Mumbai, Maharashtr",19.1667366,72.9484558,400080.0,19.17203,72.94486
1638,"Alambagh, Azad Nagar, Lucknow, Uttar Pradesh, Indi",26.8073312,80.9104653,226501.0,26.81076,80.91232
1639,"Katara Hills, Bagmugaliya, Bhopal, Madhya Pradesh,",23.1923866,77.4902726,462043.0,23.19178,77.47997
1640,"Bhairopur, Bhopal, Madhya Pradesh, India",23.1527411,77.4795184,360311.0,23.13746,77.49888
1641,"Rajeev Vihar, Manimajra, Chandigarh, India",30.7119608,76.8306512,160101.0,30.71597,76.83181
1642,"New Kapoor Nagar, Amritsar, Punjab, India",31.5959929,74.8960308,143022.0,31.58,74.91
1643,"Singanpor, Surat, Gujarat, India",21.2212529,72.813486,394130.0,21.22586,72.81804
1644,"Kalali, Vadodara, Gujarat, India",22.2583113,73.1639521,390010.0,22.25708,73.18633
1645,Sector 79,28.5583465,77.3941654,201314.0,28.5501,77.38695
1646,"Prem Vihar, Madhavpuram, Meerut, Uttar Pradesh, In",28.9608465,77.6884331,250002.0,28.96,77.69
1647,"Transport Nagar, Lucknow, Uttar Pradesh, India",26.7785214,80.8917353,226008.0,26.77019,80.8786
1648,"Makarba, Ahmedabad, Gujarat, India",22.9960402,72.4996699,382210.0,22.98122,72.5015
1649,"Jaipur House Colony, Agra, Uttar Pradesh, India",27.186672,77.9845715,282002.0,27.18965,77.99169
1650,"Amausi, Lucknow, Uttar Pradesh, India",26.765291,80.8903523,226008.0,26.77019,80.8786
1651,"Sector 52, Chandigarh, India",30.7124873,76.736538,160036.0,30.70447,76.72642
1652,"Virat Nagar, Panipat, Haryana, India",29.385181,76.9506905,132103.0,29.38669,76.95656
1653,"Lake View Park, Bonhooghly Government Colony, Bara",22.6452987,88.3852315,700090.0,22.64014,88.38711
1654,"ADA Colony, Aligarh, Uttar Pradesh, India",27.8965733,78.0951431,209622.0,27.89739,78.08801
1655,"Adhoiwala, Dehradun, Uttarakhand, India",30.3190518,78.0648225,248001.0,30.30981,78.06161
1656,"Shambhu Nagar, Nagpur, Maharashtra, India",21.1983224,79.0828741,441204.0,21.21148,79.06861
1657,Naraina Village,28.6201123,77.1384496,110028.0,28.6305,77.13492
1658,"Mahalakshmipuram, Bengaluru, Karnataka, India",13.0105367,77.5459766,560086.0,13.01064,77.5465
1659,Jeevan Park,28.6169331,77.0718329,110059.0,28.61693,77.07183
1660,"Beur Jail, Kisan Colony, Anisabad, Patna, Bihar, I",25.5734597,85.0968244,800002.0,25.57938,85.09476
